userId,movieId,rating,timestamp,title,genres
18,588,3.5,1455209912,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
18,589,4.5,1455209793,Terminator 2: Judgment Day (1991),Action|Sci-Fi
18,590,4.0,1455209837,Dances with Wolves (1990),Adventure|Drama|Western
18,593,4.5,1455050067,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
18,595,3.0,1455209900,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
18,608,4.5,1455050069,Fargo (1996),Comedy|Crime|Drama|Thriller
18,648,3.0,1455209873,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
18,780,4.0,1455209824,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
18,858,4.0,1455050024,"Godfather, The (1972)",Crime|Drama
18,1036,4.0,1455618103,Die Hard (1988),Action|Crime|Thriller
18,1089,4.0,1455051391,Reservoir Dogs (1992),Crime|Mystery|Thriller
18,1136,4.5,1455210625,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
18,1193,4.5,1517686025,One Flew Over the Cuckoo's Nest (1975),Drama
18,1196,4.0,1455209805,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
18,1198,4.0,1455049377,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
18,1210,4.5,1455209798,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
18,1213,4.5,1455050000,Goodfellas (1990),Crime|Drama
18,1214,4.0,1455050629,Alien (1979),Horror|Sci-Fi
18,1221,5.0,1460242083,"Godfather: Part II, The (1974)",Crime|Drama
18,1240,4.0,1455618100,"Terminator, The (1984)",Action|Sci-Fi|Thriller
18,1270,4.0,1455748627,Back to the Future (1985),Adventure|Comedy|Sci-Fi
18,1291,4.0,1455059809,Indiana Jones and the Last Crusade (1989),Action|Adventure
18,1580,3.5,1455748435,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
18,1682,3.0,1455231395,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
18,1704,4.0,1455050003,Good Will Hunting (1997),Drama|Romance
18,1721,4.0,1455748443,Titanic (1997),Drama|Romance
18,2028,4.0,1455209855,Saving Private Ryan (1998),Action|Drama|War
18,2329,4.0,1455209651,American History X (1998),Crime|Drama
18,2571,4.5,1455209654,"Matrix, The (1999)",Action|Sci-Fi|Thriller
18,2762,4.5,1455209891,"Sixth Sense, The (1999)",Drama|Horror|Mystery
18,2959,4.5,1455049351,Fight Club (1999),Action|Crime|Drama|Thriller
18,3578,4.5,1455209857,Gladiator (2000),Action|Adventure|Drama
18,3793,4.0,1464994762,X-Men (2000),Action|Adventure|Sci-Fi
18,4226,4.5,1455231390,Memento (2000),Mystery|Thriller
18,4306,4.0,1455209697,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
18,4886,4.0,1455209685,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
18,4993,4.5,1455209675,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
18,5952,3.5,1455209677,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
18,6377,4.0,1455049810,Finding Nemo (2003),Adventure|Animation|Children|Comedy
18,6539,4.5,1455049808,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
18,6874,3.5,1455049814,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
18,7153,4.5,1455049801,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
18,7361,4.0,1456924036,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
18,8961,3.5,1455209724,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
18,58559,4.0,1455049372,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
18,79132,4.5,1455050059,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
19,1,4.0,965705637,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
19,10,2.0,965709556,GoldenEye (1995),Action|Adventure|Thriller
19,32,4.0,965703646,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
19,34,4.0,965705661,Babe (1995),Children|Drama
19,47,3.0,965710720,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
19,153,2.0,965707889,Batman Forever (1995),Action|Adventure|Comedy|Crime
19,165,3.0,965711413,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
19,231,2.0,965706728,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
19,260,4.0,965704248,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
19,293,4.0,965710720,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
19,316,2.0,965703785,Stargate (1994),Action|Adventure|Sci-Fi
19,344,2.0,965706566,Ace Ventura: Pet Detective (1994),Comedy
19,356,2.0,965706045,Forrest Gump (1994),Comedy|Drama|Romance|War
19,364,3.0,965709102,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
19,367,4.0,965704281,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
19,377,4.0,965711156,Speed (1994),Action|Romance|Thriller
19,380,3.0,965707487,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
19,457,4.0,965710781,"Fugitive, The (1993)",Thriller
19,480,2.0,965703785,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
19,500,2.0,965706636,Mrs. Doubtfire (1993),Comedy|Drama
19,541,4.0,965703555,Blade Runner (1982),Action|Sci-Fi|Thriller
19,588,3.0,965706337,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
19,589,5.0,965710720,Terminator 2: Judgment Day (1991),Action|Sci-Fi
19,592,5.0,965709445,Batman (1989),Action|Crime|Thriller
19,597,3.0,965706967,Pretty Woman (1990),Comedy|Romance
19,648,3.0,965709656,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
19,1089,3.0,965710671,Reservoir Dogs (1992),Crime|Mystery|Thriller
19,1136,3.0,965705588,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
19,1193,4.0,965702660,One Flew Over the Cuckoo's Nest (1975),Drama
19,1196,4.0,965703555,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
19,1197,5.0,965705725,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
19,1198,5.0,965709394,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
19,1200,3.0,965710693,Aliens (1986),Action|Adventure|Horror|Sci-Fi
19,1210,3.0,965709445,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
19,1214,4.0,965703555,Alien (1979),Horror|Sci-Fi
19,1240,4.0,965703605,"Terminator, The (1984)",Action|Sci-Fi|Thriller
19,1265,4.0,965705677,Groundhog Day (1993),Comedy|Fantasy|Romance
19,1270,4.0,965703583,Back to the Future (1985),Adventure|Comedy|Sci-Fi
19,1291,5.0,965709426,Indiana Jones and the Last Crusade (1989),Action|Adventure
19,1580,2.0,965703698,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
19,2571,4.0,965703605,"Matrix, The (1999)",Action|Sci-Fi|Thriller
19,2628,3.0,965703756,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
19,2762,4.0,965710565,"Sixth Sense, The (1999)",Drama|Horror|Mystery
19,2858,4.0,965702994,American Beauty (1999),Drama|Romance
19,2959,5.0,965703109,Fight Club (1999),Action|Crime|Drama|Thriller
19,3578,3.0,965703221,Gladiator (2000),Action|Adventure|Drama
19,3793,4.0,965702777,X-Men (2000),Action|Adventure|Sci-Fi
21,1,3.5,1407618878,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
21,10,5.0,1403459783,GoldenEye (1995),Action|Adventure|Thriller
21,165,3.5,1418846918,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
21,260,4.5,1417378080,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
21,293,3.0,1436989949,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
21,296,3.5,1500701533,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
21,356,4.5,1407617845,Forrest Gump (1994),Comedy|Drama|Romance|War
21,364,4.0,1418063557,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
21,367,3.0,1407617838,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
21,480,4.0,1418063303,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
21,500,2.5,1407617852,Mrs. Doubtfire (1993),Comedy|Drama
21,541,3.5,1452052129,Blade Runner (1982),Action|Sci-Fi|Thriller
21,588,4.0,1407618992,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
21,589,3.5,1418846818,Terminator 2: Judgment Day (1991),Action|Sci-Fi
21,592,3.5,1419795406,Batman (1989),Action|Crime|Thriller
21,597,4.0,1407617864,Pretty Woman (1990),Comedy|Romance
21,648,4.5,1403637454,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
21,780,3.5,1452052029,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
21,858,2.5,1376823648,"Godfather, The (1972)",Crime|Drama
21,1036,3.5,1418063296,Die Hard (1988),Action|Crime|Thriller
21,1196,4.5,1403460820,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
21,1198,4.0,1417378082,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
21,1200,2.0,1419795311,Aliens (1986),Action|Adventure|Horror|Sci-Fi
21,1210,4.5,1417378078,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
21,1214,1.5,1419795364,Alien (1979),Horror|Sci-Fi
21,1221,2.5,1428775441,"Godfather: Part II, The (1974)",Crime|Drama
21,1240,3.5,1436989924,"Terminator, The (1984)",Action|Sci-Fi|Thriller
21,1265,3.5,1428775428,Groundhog Day (1993),Comedy|Fantasy|Romance
21,1270,5.0,1407617830,Back to the Future (1985),Adventure|Comedy|Sci-Fi
21,1291,4.0,1417378089,Indiana Jones and the Last Crusade (1989),Action|Adventure
21,1580,4.5,1407617833,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
21,1704,3.5,1418932074,Good Will Hunting (1997),Drama|Romance
21,1721,3.5,1418846922,Titanic (1997),Drama|Romance
21,2571,4.0,1412967844,"Matrix, The (1999)",Action|Sci-Fi|Thriller
21,2628,4.0,1418063222,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
21,2762,0.5,1403460436,"Sixth Sense, The (1999)",Drama|Horror|Mystery
21,2858,2.0,1441392960,American Beauty (1999),Drama|Romance
21,2959,2.0,1441392954,Fight Club (1999),Action|Crime|Drama|Thriller
21,3578,2.5,1436989941,Gladiator (2000),Action|Adventure|Drama
21,3793,3.5,1441392970,X-Men (2000),Action|Adventure|Sci-Fi
21,4306,4.0,1418932197,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
21,4886,3.5,1418932236,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
21,4993,1.5,1419025153,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
21,5952,2.0,1419025155,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
21,6539,4.0,1419795351,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
21,6874,1.5,1468113479,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
21,7153,1.5,1419025150,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
21,8961,3.5,1441393027,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
21,58559,3.5,1376823495,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
21,79132,3.5,1441393020,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
28,32,3.5,1234335329,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
28,47,3.0,1235975946,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
28,50,3.5,1234337966,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
28,110,3.5,1234515793,Braveheart (1995),Action|Drama|War
28,260,4.0,1234338579,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
28,293,4.5,1234338073,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
28,296,4.5,1234338046,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
28,316,4.0,1277002153,Stargate (1994),Action|Adventure|Sci-Fi
28,318,3.5,1234338000,"Shawshank Redemption, The (1994)",Crime|Drama
28,356,4.0,1243837724,Forrest Gump (1994),Comedy|Drama|Romance|War
28,377,1.5,1234516131,Speed (1994),Action|Romance|Thriller
28,457,3.0,1234515692,"Fugitive, The (1993)",Thriller
28,480,2.5,1234515708,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
28,527,3.0,1234570054,Schindler's List (1993),Drama|War
28,541,4.0,1234335500,Blade Runner (1982),Action|Sci-Fi|Thriller
28,589,4.5,1234515689,Terminator 2: Judgment Day (1991),Action|Sci-Fi
28,590,4.0,1242290279,Dances with Wolves (1990),Adventure|Drama|Western
28,592,2.5,1234516064,Batman (1989),Action|Crime|Thriller
28,593,2.5,1234570144,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
28,608,3.0,1243837137,Fargo (1996),Comedy|Crime|Drama|Thriller
28,780,3.0,1234516111,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
28,858,4.5,1234338178,"Godfather, The (1972)",Crime|Drama
28,1036,2.0,1234515645,Die Hard (1988),Action|Crime|Thriller
28,1089,3.0,1234338253,Reservoir Dogs (1992),Crime|Mystery|Thriller
28,1136,3.5,1234338716,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
28,1196,4.0,1234338139,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
28,1197,2.5,1243837364,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
28,1198,2.5,1234569517,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
28,1200,4.0,1234338743,Aliens (1986),Action|Adventure|Horror|Sci-Fi
28,1210,4.0,1234515113,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
28,1213,4.0,1234338180,Goodfellas (1990),Crime|Drama
28,1214,3.5,1234338454,Alien (1979),Horror|Sci-Fi
28,1221,4.0,1234338282,"Godfather: Part II, The (1974)",Crime|Drama
28,1240,4.5,1234515680,"Terminator, The (1984)",Action|Sci-Fi|Thriller
28,1580,3.0,1234516117,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
28,1682,1.5,1242289815,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
28,1704,3.0,1235806527,Good Will Hunting (1997),Drama|Romance
28,2028,3.5,1234515641,Saving Private Ryan (1998),Action|Drama|War
28,2329,2.5,1234569909,American History X (1998),Crime|Drama
28,2571,4.0,1234338350,"Matrix, The (1999)",Action|Sci-Fi|Thriller
28,2628,4.0,1234516355,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
28,2762,3.0,1234570602,"Sixth Sense, The (1999)",Drama|Horror|Mystery
28,2858,4.0,1234338144,American Beauty (1999),Drama|Romance
28,2959,3.5,1234338005,Fight Club (1999),Action|Crime|Drama|Thriller
28,3578,4.0,1234515839,Gladiator (2000),Action|Adventure|Drama
28,3793,3.5,1234516011,X-Men (2000),Action|Adventure|Sci-Fi
28,4226,3.5,1234337963,Memento (2000),Mystery|Thriller
28,4993,3.0,1234338192,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
28,5952,3.5,1234338346,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
28,6539,2.0,1242031882,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
28,6874,4.0,1234515778,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
28,7153,3.5,1234338343,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
28,7361,2.5,1277001831,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
28,8961,3.5,1243837502,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
28,58559,3.5,1234337988,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
42,10,5.0,996215205,GoldenEye (1995),Action|Adventure|Thriller
42,47,4.0,996218105,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
42,50,5.0,996217838,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
42,110,4.0,996217933,Braveheart (1995),Action|Drama|War
42,150,5.0,996217989,Apollo 13 (1995),Adventure|Drama|IMAX
42,153,2.0,996255744,Batman Forever (1995),Action|Adventure|Comedy|Crime
42,165,2.0,996216316,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
42,231,4.0,996220872,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
42,260,5.0,996261559,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
42,296,5.0,996214107,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
42,316,2.0,996219275,Stargate (1994),Action|Adventure|Sci-Fi
42,318,4.0,996217804,"Shawshank Redemption, The (1994)",Crime|Drama
42,344,2.0,996220343,Ace Ventura: Pet Detective (1994),Comedy
42,356,5.0,996218222,Forrest Gump (1994),Comedy|Drama|Romance|War
42,364,4.0,996218379,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
42,380,3.0,996219248,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
42,457,4.0,996216038,"Fugitive, The (1993)",Thriller
42,527,4.0,996217804,Schindler's List (1993),Drama|War
42,590,4.0,996218404,Dances with Wolves (1990),Adventure|Drama|Western
42,592,3.0,996258232,Batman (1989),Action|Crime|Thriller
42,593,5.0,996217838,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
42,597,5.0,996218906,Pretty Woman (1990),Comedy|Romance
42,648,5.0,996219248,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
42,780,2.0,996220093,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
42,858,5.0,996213544,"Godfather, The (1972)",Crime|Drama
42,1036,4.0,996216013,Die Hard (1988),Action|Crime|Thriller
42,1089,5.0,996217838,Reservoir Dogs (1992),Crime|Mystery|Thriller
42,1196,3.0,996215831,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
42,1197,5.0,996258052,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
42,1210,5.0,996258118,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
42,1213,5.0,996214157,Goodfellas (1990),Crime|Drama
42,1221,5.0,996213544,"Godfather: Part II, The (1974)",Crime|Drama
42,1265,5.0,996218017,Groundhog Day (1993),Comedy|Fantasy|Romance
42,1270,4.0,996258052,Back to the Future (1985),Adventure|Comedy|Sci-Fi
42,1580,4.0,996214503,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
42,1682,3.0,996218934,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
42,1704,5.0,996214937,Good Will Hunting (1997),Drama|Romance
42,2028,5.0,996217964,Saving Private Ryan (1998),Action|Drama|War
42,2329,5.0,996217964,American History X (1998),Crime|Drama
42,2571,5.0,996214210,"Matrix, The (1999)",Action|Sci-Fi|Thriller
42,2628,3.0,996220790,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
42,2959,3.0,996217838,Fight Club (1999),Action|Crime|Drama|Thriller
42,3578,3.0,996212879,Gladiator (2000),Action|Adventure|Drama
42,3793,2.0,996212879,X-Men (2000),Action|Adventure|Sci-Fi
45,1,4.0,951170182,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
45,32,4.5,1121724503,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
45,50,5.0,951756750,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
45,110,5.0,950741520,Braveheart (1995),Action|Drama|War
45,150,5.0,1007484259,Apollo 13 (1995),Adventure|Drama|IMAX
45,165,5.0,1091305945,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
45,231,5.0,1091305997,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
45,260,5.0,950726388,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
45,296,5.0,1007483989,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
45,316,4.0,950740601,Stargate (1994),Action|Adventure|Sci-Fi
45,344,4.0,951170563,Ace Ventura: Pet Detective (1994),Comedy
45,356,5.0,951170194,Forrest Gump (1994),Comedy|Drama|Romance|War
45,364,5.0,950726215,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
45,367,4.0,950724840,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
45,380,4.0,950726688,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
45,457,4.0,950726408,"Fugitive, The (1993)",Thriller
45,480,4.0,950740478,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
45,500,4.0,951170445,Mrs. Doubtfire (1993),Comedy|Drama
45,541,3.0,950718561,Blade Runner (1982),Action|Sci-Fi|Thriller
45,588,5.0,950726248,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
45,589,5.0,950726569,Terminator 2: Judgment Day (1991),Action|Sci-Fi
45,590,4.0,1091305624,Dances with Wolves (1990),Adventure|Drama|Western
45,593,4.0,951756812,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
45,595,5.0,950726248,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
45,597,3.0,951170238,Pretty Woman (1990),Comedy|Romance
45,648,4.0,950740583,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
45,780,3.0,950741000,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
45,858,5.0,950722240,"Godfather, The (1972)",Crime|Drama
45,1036,3.0,950741520,Die Hard (1988),Action|Crime|Thriller
45,1136,5.0,1091306083,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
45,1196,5.0,950726388,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
45,1197,5.0,1091306041,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
45,1198,4.0,950726408,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
45,1210,5.0,950726673,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
45,1213,5.0,951756891,Goodfellas (1990),Crime|Drama
